OBJECTID;Intercept;TPT;PP;JPM;IKK;APS;RRLS;PSAM;GR;y;yhat;residual;CV_Score;Stud_residual;Intercept_SE;TPT_SE;PP_SE;JPM_SE;IKK_SE;APS_SE;RRLS_SE;PSAM_SE;GR_SE;Intercept_TV;TPT_TV;PP_TV;JPM_TV;IKK_TV;APS_TV;RRLS_TV;PSAM_TV;GR_TV;Local_R2;LAT;LONG;Intercept_p;TPT_p;PP_p;JPM_p;IKK_p;APS_p;RRLS_p;PSAM_p;GR_p;hasil.GWPRBISQUR$SDF$Local_R2;
186;16;-0.00115762519074252;-0.00461193017310335;0.00106984138696984;2,18E+09;-0.00564038269662311;0.0590945712483641;199.312.415.628.785;0.00143685020158632;-214.702.617.765.366;0.936666666666653;0.889802784146014;0.046863882520639;0;0.812733400123996;0.0129113615773283;0.0237796124348269;9,08E+09;0.000127961527382706;0.0064262096603839;0.0436501315183747;0.200817604080897;0.00299645505735881;189.976.147.325.662;-0.0896594200239312;-0.193944715698935;117.770.369.806.218;0.170296741787114;-0.877715324383947;135.382.344.090.963;992.504.698.684.158;0.479516686912307;-113.015.565.789.592;0.991049733578445;-644.538;10.613.756;0.929;0.847;0;0.865;0.383;0.18;0;0.633;0.262;0.991049733578445
187;17;-0.000531532845726608;-0.0331604474189385;0.000456611143327582;-0.000245933777565821;0.011525471926629;-0.0535157949598644;283.069.251.823.162;0.00796555533900643;0.558202369596778;109.333.333.333.333;123.016.458.674.253;-0.136831253409196;0;-252.504.245.023.314;0.0149356468487064;0.0235863708404397;0.000142313369625296;0.000189084761870626;0.00556099095738588;0.0500974453804641;0.181184227890991;0.00400160048293826;163.245.746.334.175;-0.0355882039198487;-140.591.562.997.405;320.849.084.333.972;-130.065.360.705.318;207.255.721.416.367;-106.823.400.980.708;156.232.832.801.246;199.059.235.747.532;0.341939917046354;0.988064256561964;-823.566;11.512.239;0.972;0.164;0.002;0.197;0.041;0.289;0;0.05;0.733;0.988064256561964
188;18;-0.00127553919996303;-0.0344347010229345;0.000548328081236346;-0.000212504088415776;0.010986806055591;-0.0517972886973868;278.850.863.691.906;0.008975420589561;151.607.698.759.598;139.666.666.666.666;129.561.069.498.902;0.101055971677638;0;159.356.549.263.347;0.0141019176195519;0.0205913927882849;0.000133500153662587;0.000238777560401254;0.00516413888458669;0.0410090068054765;0.174855509663757;0.00412052711876947;14.804.571.503.913;-0.090451471521471;-167.228.615.261.642;410.732.172.355.555;-0.889966745864533;212.751.947.636.092;-126.307.103.566.502;159.475.022.679.085;217.822.145.828.793;102.406.002.578.006;0.987090937067273;-812.179;11.763.696;0.928;0.098;0;0.376;0.037;0.21;0;0.032;0.309;0.987090937067273
189;19;-0.00130268525225654;-0.036611019826015;0.000673946201127727;-4,62E+09;0.00837535415804648;-0.0604908976712767;266.595.392.717.137;0.00965965569221466;152.764.931.535.769;0.946666666666673;0.716149769911655;0.230516896755017;0;328.305.485.187.137;0.0131522203765991;0.0192952333868199;0.000118434246169069;0.000236970415189487;0.00487379793323589;0.0384650900400885;0.164886218448006;0.00399537392409847;138.518.727.939.833;-0.0990467932376136;-189.741.264.549.943;569.046.726.709.134;-0.194870311242251;171.844.509.616.052;-157.261.812.225.664;161.684.460.488.251;241.771.005.060.416;110.284.676.886.524;0.985667168186467;-856.568;12.069.786;0.921;0.061;0;0.846;0.09;0.12;0;0.018;0.273;0.985667168186467
190;20;0.00174843852103104;0.0287539884460361;0.000909896716131824;-0.000120760367237286;0.0127090889361389;0.0468732122088783;248.215.054.625.081;0.00172378749460754;-0.774905736064341;111.666.666.666.666;105.728.002.568.118;0.0593866409854793;0;120.742.516.782.723;0.0172237807583453;0.0383151523405639;0.000110889314594112;0.000698695040855473;0.00892476297286415;0.0562754183107271;0.22899713972333;0.00745386140402116;255.813.962.491.659;0.101513050215986;0.750459979656522;820.544.990.707.461;-0.172837017834603;142.402.537.465.488;0.83292516725626;108.392.207.398.297;0.231261007036917;-0.302917686164064;0.992203302187564;-0.13224;11.109.689;0.919;0.455;0;0.863;0.158;0.407;0;0.818;0.763;0.992203302187564
191;21;-0.000438003985896551;0.0160869552578809;0.000862350981755989;-0.000118700983081565;0.010199087104157;0.0339827039073352;252.054.609.815.226;0.00300961621658062;0.184514846282781;0.788333333333313;0.723245940087508;0.0650873932458046;0;102.407.166.464.946;0.0163166071837336;0.0419545644949742;0.000125908194569514;0.0002421008061556;0.00899592381255033;0.0489648939917377;0.230736258397407;0.00665987653351632;211.682.915.348.946;-0.0268440602243099;0.383437546105572;68.490.457.249.777;-0.490295695278583;113.374.538.476.284;0.694021800865523;109.239.272.390.862;0.451902704417192;0.0871656770120627;0.990534724941935;-149.958;11.329.033;0.979;0.702;0;0.625;0.26;0.49;0;0.653;0.931;0.990534724941935
192;22;0.00132135361781385;-0.0312274862932226;0.000774044997919999;-1,59E+08;0.00538584565711819;0.018493712536428;257.038.615.706.632;0.00479714521982276;-0.74300656329811;107.833.333.333.333;0.982472626415173;0.0958607069181598;0;142.193.109.904.309;0.0165547519736262;0.0268574308945895;0.000142811190289945;0.000245220866322005;0.00958374063260966;0.0424846264607543;0.234370154547287;0.00589604447709363;166.077.267.972.649;0.0798171799806445;-116.271.308.360.747;542.005.844.463.924;-0.0646794441806471;0.561977401474358;0.435303639859274;109.672.076.721.173;0.813620934926774;-0.44738607057317;0.989652417842536;-294.348;11.537.565;0.937;0.248;0;0.949;0.576;0.665;0;0.418;0.656;0.989652417842536
193;23;0.00175782321560827;0.044333179995915;0.000914208508045584;0.000335485449599845;0.0125933058464776;0.0518098537565031;231.239.981.951.852;0.00486291379610775;-100.208.828.657.343;108.666.666.666.666;111.228.492.468.673;-0.0256182580200743;0;-0.429935092901646;0.0132878665826755;0.0324624694185894;9,28E+09;0.00135068951545123;0.00624697522963422;0.0383304929901535;0.210967390939095;0.00566216081297711;156.736.272.142.691;0.132287843550453;136.567.490.982.457;984.696.696.512.227;0.248380879367208;201.590.455.917.575;135.166.155.493.518;109.609.348.118.928;0.858844168636544;-0.639346765668342;0.991989690464205;0.78844;116.242;0.895;0.176;0;0.804;0.047;0.18;0;0.393;0.524;0.991989690464205
194;24;0.00157364995062931;0.0725038767577219;0.000957492919522291;-4,18E+09;0.0134778240675253;0.0567565647909356;232.750.728.048.461;0.00159939454078192;-0.87830738606749;0.963333333333338;0.94170490224489;0.0216284310884481;0;0.360861545932256;0.0158118938261143;0.0417651527009241;0.000107472007866617;0.00175145339765106;0.00716641032469493;0.046373652064702;0.240640829044051;0.00640593111167238;187.257.305.796.324;0.0995231796984579;173.598.974.429.507;890.923.077.114.766;-0.0238428980008327;188.069.388.394.937;122.389.680.915.678;967.212.126.774.442;0.249674015049527;-0.469037713819726;0.993612496321968;272.594;116.911;0.921;0.086;0;0.981;0.064;0.225;0;0.803;0.64;0.993612496321968
195;25;0.000474553909074558;0.00544990748113072;0.000965541690520218;-0.00159924029430096;-0.00450403159868758;0.0814185863247093;219.181.258.159.981;-0.000761937165300493;-110.422.284.231.494;0.995000000000005;0.915171789496205;0.0798282105037991;0;103.124.165.203.156;0.0130326479941731;0.0331966483863978;0.000108773814710439;0.00132524622972841;0.00466751152275155;0.0405017362675595;0.186296903968849;0.00445901989435583;132.915.600.824.902;0.0364127005721885;0.164170413160258;887.660.043.081.637;-120.674.955.221.619;-0.964974928660145;201.024.928.380.473;117.651.583.837.717;-0.170875480117266;-0.830769928783303;0.99386970490141;0.65557;12.409.015;0.971;0.87;0;0.231;0.338;0.048;0;0.865;0.409;0.99386970490141
196;26;0.00101611951187234;-0.0417046400348582;0.000791158968477138;-0.000312168904093295;0.00264735109775738;0.0473956734934823;229.677.174.708.592;0.00462112570293517;-155.238.504.102.671;0.928333333333327;0.696491832670341;0.231841500662986;0;291.851.443.899.612;0.0132899041148451;0.0408888233880614;0.000118552388285296;0.00158348764929212;0.00679843596581874;0.0458897377750592;0.196431742022039;0.00576153570101964;169.369.526.050.879;0.0764580017351151;-10.199.520.695.192;667.349.667.029.243;-0.197140094040421;0.389405903220647;103.281.639.406.625;116.924.674.364.911;0.802064925522783;-0.916566915680195;0.993044437236519;-169.378;12.080.886;0.939;0.311;0;0.844;0.698;0.305;0;0.425;0.362;0.993044437236519
197;27;0.00140597259883583;-0.0697546303928888;0.000736862412413922;0.00158806183356811;0.0105498042184361;0.0148528839114941;22.371.979.913.043;0.0130005714691556;-18.029.604.282.758;117.166.666.666.667;119.980.920.072.501;-0.0281425340583441;0;-0.45657771169733;0.0142479529346452;0.0409665954637295;0.000121248193873583;0.0014253871096364;0.00657046198647451;0.0466151487091933;0.224742451425521;0.00569445874039192;177.943.285.383.914;0.0986789193707316;-170.271.973.063.144;60.773.062.993.598;111.412.669.781.559;160.564.116.193.856;0.318627835001733;995.449.670.106.362;228.302.145.328.405;-101.322.195.124.469;0.991722032161203;-364.467;11.994.719;0.922;0.093;0;0.269;0.112;0.751;0;0.025;0.314;0.991722032161203
198;28;0.00118274177115291;-0.0601303325171595;0.000744790352303097;0.000707888149078632;0.00636268705426972;0.0184763971893771;22.780.970.757.907;0.00975639371188178;-158.585.856.509.129;106.166.666.666.667;111.597.335.300.504;-0.0543066863383705;0;-0.735020303515122;0.0135818589177777;0.0402185551437694;0.0001258106121706;0.00141226187799003;0.006452456109595;0.0463421806412775;0.213299963263669;0.00544945675029924;171.119.841.739.937;0.0870824662745385;-149.508.932.636.221;591.993.266.270.065;0.501244252295557;0.986087614731422;0.398695031906202;10.680.250.671.092;179.034.244.309.693;-0.926753174246987;0.99221288356754;-354.912;12.172.796;0.931;0.139;0;0.618;0.327;0.691;0;0.077;0.357;0.99221288356754
199;29;0.000286648359513975;-0.0231437084637085;0.000839421157270044;-0.00135017045217299;-0.00113401694004196;0.0375412719601347;233.148.469.439.041;0.00239642059203264;-0.690032771392666;1.36;13.552.673.628.819;0.00473263711810401;0;0.0722572764874222;0.0132922350682305;0.0403366876139723;0.00011984808301378;0.00141028875289018;0.00549971671391831;0.0455229001062815;0.202965087059536;0.00472254788270093;145.670.588.907.372;0.0215650985739101;-0.573763237209685;700.404.325.343.715;-0.957371637124679;-0.206195518611361;0.824667845688385;114.871.218.896.209;0.507442306897708;-0.473693953301335;0.993725798353672;0.71862;12.245.559;0.983;0.568;0;0.341;0.837;0.412;0;0.613;0.637;0.993725798353672
200;30;0.00133188323409762;-0.0507200737824428;0.000795989248522081;0.000437966265850107;0.0043413739641985;0.0505642695272089;223.363.738.730.676;0.00763672343220671;-182.086.212.122.977;116.666.666.666.666;11.123.662.535.393;0.054300413127361;0;0.932704926632125;0.0146791465184981;0.0437441781325973;0.00012548684996272;0.00167473923366059;0.00828760499802352;0.0508782813428383;0.23228208837034;0.00741157883965894;182.540.308.840.563;0.0907330158752237;-115.947.026.433.324;634.320.846.175.162;0.261513110248701;0.523839392108318;0.993828175650953;961.605.521.535.328;103.037.741.315.562;-0.997512348256283;0.9921648955408;-249.745;1.193.919;0.928;0.25;0;0.794;0.602;0.323;0;0.306;0.322;0.9921648955408
201;31;0.00452761472396005;0.00269530163782677;0.0013668436285096;0.00590932808837136;-0.00357526790407034;0.0141694469545639;275.091.478.339.275;-0.0229960725395836;-41.682.186.878.933;0.898333333333326;0.991402677859092;-0.0930693445257654;0;-19.544.666.363.723;0.0157016374733451;0.0369025928949153;0.000120906795001362;0.0020181777757539;0.00438786076310933;0.0460652756966036;0.180988507723377;0.00527685406890372;183.477.404.030.863;0.288353028889252;0.0730382725545052;113.049.364.057.182;292.805.131.409.392;-0.81480887774042;0.307594966930993;15.199.389.276.126;-435.791.330.199.909;-227.178.856.705.001;0.9923146168964;-311.884;12.942.078;0.774;0.942;0;0.004;0.418;0.759;0;0;0.026;0.9923146168964
202;32;0.00165102196383721;0.00339113205512881;0.00113500266219546;0.00267088392773787;-0.00805105924640976;0.0558895420278893;259.050.210.122.614;-0.0148963373637961;-253.414.480.019.372;107.333.333.333.334;107.477.183.070.687;-0.00143849737353374;0;-0.0227268289666448;0.0133102092604079;0.0333022931136988;0.000106657743648655;0.00148268441107827;0.00456920473560095;0.0445831629580762;0.15704789465234;0.00449217389892856;147.355.109.689.684;0.124041773614205;0.101828785289679;106.415.401.579.683;180.138.396.801.211;-176.202.637.270.332;125.360.199.500.527;164.949.814.001.696;-331.606.427.065.281;-171.975.359.763.932;0.993700705530677;0.63012;12.797.202;0.902;0.919;0;0.075;0.082;0.214;0;0.001;0.089;0.993700705530677
203;33;0.00290004577387581;0.052987738413969;0.00145220780572026;0.00478270812056008;-0.00219390320178409;-0.0323960515588767;289.358.118.045.253;-0.0234825782033197;-386.241.977.675.912;127.833.333.333.334;118.721.084.117.703;0.0911224921563063;0;146.519.657.470.198;0.0146997684725233;0.034364046863111;0.000117732492791324;0.001732748919359;0.0037397057630716;0.037705225686523;0.183228332944593;0.00501885551195473;18.058.249.731.975;0.197285132707809;154.195.280.390.128;123.348.089.494.226;276.018.531.428.626;-0.586651287769262;-0.859192617708057;157.922.147.407.602;-467.887.113.852.652;-213.886.718.485.241;0.991338261336162;-138.424;13.290.253;0.844;0.127;0;0.007;0.559;0.393;0;0;0.036;0.991338261336162
204;34;0.00254118159089876;0.0891301882811693;0.00152565259194108;0.00485870492077826;-0.00216268889836862;-0.0547595125733912;297.793.213.031.385;-0.0243307254948177;-382.598.513.629.502;0.983333333333327;10.872.522.021.804;-0.103918868847069;0;-265.518.316.897.606;0.0166493506747551;0.0384863861955733;0.000132407554868136;0.00190502116624887;0.00422840959555443;0.0417491440895729;0.207221594307621;0.00566970042590257;201.918.701.072.737;0.152629471295351;231.588.873.603.885;115.223.983.515.176;255.047.293.272.096;-0.511466273428756;-131.163.198.114.683;143.707.616.007.099;-429.135.997.797.352;-189.481.465.360.496;0.988239903454389;-398.857;13.834.853;0.879;0.023;0;0.013;0.61;0.193;0;0;0.062;0.988239903454389
